Electricity demand for heat (kWh),,,,,,,,,,,,,
"Notes: Data gives all electricity demand for space and hot water heating by LSOA, including new builds and district heating",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,variable,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,,,,
,E01015811,1501769.784,1562733.997,1521465.355,1411269.956,1534147.832,3736147.283,1672524.069,2876233.045,Luton,Luton,South East Midlands,EPN
,E01015812,441958.1177,518875.6122,479354.3817,402967.9041,515755.1362,1688791.319,658754.6374,1406230.993,Luton,Luton,South East Midlands,EPN
,E01015813,3185903.035,2358382.827,2315234.357,2502917.32,2352293.589,2547204.207,1495455.771,2164790.408,Luton,Luton,South East Midlands,EPN
,E01015814,462858.8714,726750.5353,683115.101,454334.1203,826853.5371,3968588.637,749471.2131,3450484.625,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015815,700161.8589,859278.9413,814968.9061,662745.4859,820294.8706,2623477.854,1004306.035,2072880.11,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015816,1187634.199,1178549.576,1122985.029,1012027.876,1169033.698,2983965.42,1078222.344,2377769.245,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015817,49644.98411,469473.3089,416638.5698,118360.0379,425078.9435,3174935.017,701909.5784,2277938.671,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015818,1440876.626,1380619.844,1320514.701,1230903.77,1366819.103,2988805.726,1216179.531,2435172.253,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015819,513968.6198,722202.9071,676898.2084,495861.4029,745126.1304,2964631.677,857326.4153,2436920.262,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015820,741556.4806,895521.4162,842741.0098,678276.8848,960881.4313,3361081.193,935879.4957,2858503.202,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015821,1765003.667,1675242.308,1627498.716,1551986.8,1646240.96,3319036.046,1578388.627,2685561.861,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015822,444483.9679,568577.8862,536162.019,390408.008,560245.3278,2254515.997,617173.6641,1769236.981,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015823,506501.4121,1036310.802,1007750.639,1021089.421,1228410.744,3365615.098,2640679.751,3498933.608,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015824,687549.397,836124.6998,784543.6665,657483.3499,821909.9511,2431879.443,1004935.89,2023430.134,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015825,303225.9895,579818.6213,534296.6602,322159.2413,560245.3119,2690366.734,735096.4744,2055628.939,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015826,337039.092,532232.6379,491594.8769,338480.2601,528618.2762,2277853.06,660583.8129,1819428.217,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015827,3302387.946,2707129.154,2657435.635,2760753.163,2628971.35,3211998.685,1906575.365,2684295.061,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015828,2392242.711,2427152.689,2395868.855,2726947.74,2714906.201,4023437.039,4026967.713,4497267.805,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015829,651703.5457,1024611.29,997549.8842,1048519.146,1155114.029,2769666.885,2356606.549,2992265.349,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015830,685950.068,834325.6613,795458.7693,633766.7719,816925.6835,2656230.368,942251.6715,2077628.205,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015831,1537703.844,1675429.873,1645589.214,1827482.62,1842018.354,3179114.498,2973342.527,3512873.057,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015832,4002950.972,3294653.399,3251338.692,3432579.635,3311785.248,3723259.732,2464997.51,3339143.632,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015833,478338.4517,694881.4,644232.5874,464017.7314,653423.1329,2473747.913,835494.3774,1884218.449,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015834,259388.5268,559317.5026,507130.0994,285622.8884,586401.7243,2935741.843,718176.762,2419847.708,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015835,2394919.913,2178170.576,2121459.489,2116614.022,2126757.171,3419484.821,2062535.228,2820504.424,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015836,263922.5369,490959.9823,442550.7251,258519.903,460295.2505,2315896.319,605082.8798,1750075.83,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015837,2086375.714,2098533.94,2044667.119,1964253.958,2045714.057,3951231.31,2215617.411,3311936.053,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015838,103889.901,391870.7949,339837.7041,149610.2278,375120.436,2321452.959,685798.8549,1839567.304,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015839,3886678.86,3204379.385,3147313.392,3337511.916,3166130.907,3293247.957,2709113.594,3017781.05,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015840,1448896.451,1619419.852,1593272.003,1768541.014,1784896.988,3073234.469,2854598.88,3357390.196,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015841,7404672.159,5151103.898,5067039.852,5634065.02,5242564.305,4698454.169,2909435.343,4406738.484,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015842,8563419.129,6323117.666,6266057.197,6921638.911,6406270.239,4473783.889,4316612.798,4473414.742,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015843,686284.5339,1328679.384,1304413.397,1337747.394,1366819.223,2710987.76,2373063.439,2771560.907,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015844,6038954.41,4842266.493,4763574.331,5116497.088,4854618.771,5150344.166,3933556.295,4725354.082,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015845,387766.7481,851932.7937,825186.0434,863636.6572,1013521.466,2920189.427,2292457.997,3045143.926,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015846,1574626.959,1775816.924,1747447.107,1873083.408,1946760.705,3396993.318,3062109.125,3711277.831,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015847,1103731.668,1511838.24,1479293.784,1526813.858,1707376.033,3557909.637,3126700.456,3963788.925,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015848,3662569.776,3128602.476,3055797.935,3180614.836,3065607.723,4236381.523,2654840.073,3657747.673,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015849,1172202.953,1592243.987,1561545.059,1625959.593,1860450.768,3884045.685,3298627.522,4279846.396,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015850,297942.6781,944702.1423,917234.1765,891888.5538,1258350.538,3636679.516,2781823.842,3919058.519,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015851,7543032.36,5738609.965,5681141.326,6274545.063,5764661.411,4136156.536,4141211.885,4086388.466,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015852,18934158.38,15481140.19,15442861.11,15317648.55,14113910.82,9950279.856,11783996.03,10881486.45,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015853,5615131.509,4544113.245,4508251.223,5089348.844,4427106.377,4591259.573,5084105.066,5193828.951,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015854,2657036.657,2739094.332,2710207.758,2861640.413,2922201.19,4243188.469,4123713.573,4729298.78,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015855,3909143.501,3582563.675,3547279.712,3816493.432,3617472.159,4535896.339,4571344.262,4901411.308,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015856,1169219.267,1521912.362,1492433.082,1626223.453,1652123.029,3251738.328,3032030.317,3531017.777,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015857,77825.48516,416910.181,374582.3187,120704.947,376233.8827,2705657.791,642640.8806,1959468.777,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015858,541179.5308,772643.5121,725486.1547,532052.8388,740000.7129,2886192.748,959363.3129,2184530.908,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015859,710013.3331,977958.661,915334.8674,739037.7453,962428.6036,3444683.38,1440355.3,2810655.975,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015860,387995.5814,688257.8777,646222.9595,450860.9989,651912.2004,2987454.842,1147970.339,2315229.157,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015861,2279557.575,1977390.608,1910554.259,1957431.715,1961734.444,3315887.361,1937516.33,2885699.811,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015862,1110519.129,1334322.946,1299965.216,1440392.614,1469993.643,2941694.664,2575176.506,3157742.124,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015863,1242446.517,1375955.896,1298470.371,1167908.175,1336555.347,3798539.306,1641588.621,2979880.909,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015864,369982.9375,613495.2097,571778.4695,393359.2939,574462.5887,2229063.543,781784.9225,1695499.94,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015865,1824932.196,1836103.262,1786951.917,1745805.446,1689655.814,2770818.07,2085704.007,2102297.164,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015866,76764.6666,581928.3302,517862.0181,209790.2232,530973.641,3718068.763,1181220.448,2816398.624,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015867,4817065.016,4213043.956,4162547.802,4539098.787,3918635.136,2855216.199,4699809.313,2448248.949,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015868,1003512.249,1138821.651,1090170.593,988653.1838,1087244.211,3059917.208,1602564.057,2472017.422,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015869,418573.0187,678144.7497,625048.9799,474878.4377,658727.1932,2748702.09,1164228.044,2278873.428,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015870,138187.6681,590718.1955,564016.568,591832.0322,703727.0776,2418130.591,1883708.882,2499596.297,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015871,292501.32,691105.1958,639723.6111,410892.1445,642920.5635,3044477.913,1212905.904,2354904.027,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015872,218345.7156,645216.2835,617706.4523,656129.3948,762060.6445,2443040.752,1914245.958,2545698.719,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015873,157272.9879,507323.2383,482888.0601,529136.4667,610827.704,1928902.604,1602496.387,2075306.78,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015874,3707325.844,3414131.636,3359274.365,3448173.776,3196214.983,4713162.02,3760461.161,3382234.649,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015875,816752.2533,925514.2351,870807.781,755731.6538,924701.9096,2747653.433,1099516.368,2256031.391,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015876,1889434.9,1882202.306,1811575.337,1699549.354,1854175.468,3974551.597,1770923.824,3293711.528,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015877,2442484.487,2268425.553,2204152.514,2163478.454,2213246.629,3639464.125,2227210.923,3117924.13,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015878,445170.6638,542918.8475,501774.8115,400063.5588,539888.4522,1770623.099,633469.7655,1451551.472,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015879,1233168.85,1108820.662,1064997.025,1062678.863,1116524.572,1910275.158,1041565.658,1635026.796,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015880,1324521.387,1123263.146,1069104.102,1116599.511,1133873.101,2060815.083,1143895.189,1805475.453,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015881,280889.9233,484197.8605,435093.5357,310081.4428,479796.366,1956338.685,712719.7005,1616532.929,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015882,1142585.662,1053475.651,996390.5262,944919.8678,1060839.077,2321833.53,960636.7197,1963606.716,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015883,118597.2632,397033.9602,356893.2546,163142.8331,380490.4466,2261757.41,671762.9938,1765611.367,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015884,2295571.886,2197876.07,2118412.184,2033186.851,2138166.722,4277218.468,2103530.648,3420869.65,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015885,508714.7742,724598.6758,673778.5453,471808.0564,730147.3404,2915746.463,906086.614,2346425.054,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015886,822510.3643,854574.9827,806269.0219,741669.8044,867806.7708,2191828.025,956959.5204,1862871.398,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015887,678947.4787,790520.2345,744089.793,632694.0771,777895.6836,2399237.933,963511.911,1923140.374,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015888,1082507.367,1225855.994,1181424.968,1046740.805,1145355.072,2826838.012,1429892.314,2151741.763,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015889,1324485.525,1210284.051,1170115.224,1117126.021,1205870.095,2616919.685,1022373.387,2136705.465,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015890,1086616.798,1165569.311,1121911.14,998468.8554,1145359.703,3050520.671,1220359.259,2470437.386,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015891,1709163.669,1659842.497,1610484.432,1528145.731,1791192.478,4201733.003,1525128.668,3956199.182,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015892,185871.6169,619604.0387,596315.8647,598666.4223,730382.5309,2406342.499,1862715.447,2492683.563,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015893,816957.1435,969136.3303,909432.9241,732551.2523,982103.4243,3067489.763,1055523.434,2528568.039,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015894,84507.80941,386803.6223,347071.3094,120275.6756,363252.1994,2565325.921,580876.2699,1898977.033,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015895,7755112.232,6492228.616,6388833.261,6778243.074,6451423.623,7068417.351,6050470.077,6439961.621,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015896,6058248.965,4741866.783,4690547.469,5082449.923,4781181.452,4433526.328,3647583.974,4249533.453,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015897,1896430.019,1657698.788,1589858.752,1575965.37,1676776.42,3341170.219,1606941.649,2900653.401,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015898,2422524.677,2259154.423,2184284.298,2217024.253,2239841.837,3807037.099,2513354.318,3352272.858,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015899,907327.6217,1392136.396,1355132.713,1490872.648,1565192.992,3661729.243,3230589.509,3878632.894,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015900,538132.6437,914903.4078,888438.4131,991408.7044,1047263.364,2557791.1,2312416.086,2788275.503,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015901,536992.459,1116702.459,1089874.862,1094094.991,1476571.076,3791866.766,2973912.899,4122330.588,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015902,1526363.728,1910803.885,1881699.34,1887877.847,2155802.839,4280735.063,3614495.141,4611498.121,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015903,371047.8661,733280.2942,703871.2012,785273.7016,868451.2464,2402824.125,2052534.275,2609448.801,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015904,643694.2803,1054165.317,1024237.592,1129091.927,1206580.054,2975203.432,2589933.119,3197457.925,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015905,442907.2719,911771.6618,886029.9719,898685.0736,1142497.934,3013411.181,2409447.759,3265690.199,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015906,330611.6127,724440.4458,699369.2674,769631.1542,843567.891,2322179.499,2033303.432,2517068.758,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015907,400639.0402,842775.0145,815159.8952,874620.7062,978839.9035,2637622.293,2270603.294,2851738.845,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015908,172328.2804,455208.8618,413276.2489,196023.9765,429520.4094,2485561.038,677184.2026,1899347.109,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015909,591541.9971,714016.1692,674363.0399,556575.3003,704280.2516,2187336.241,820446.5273,1788774.422,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015910,217008.6282,488865.7515,448138.5901,242279.0067,454279.7833,2459247.193,777309.7379,1852077.202,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015911,265425.2395,468987.2395,436605.4778,256999.4384,445296.3571,2161770.575,607255.6588,1609823.17,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015912,184466.913,479786.8309,436570.5346,213531.4384,443300.0817,2566767.098,640488.8853,1892411.368,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015913,2278949.215,2105265.677,2055215.14,2002660.679,2127732.69,4380266.121,1866528.14,3742754.76,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015914,0,243903.1151,205745.2857,49845.9186,246154.5683,1811395.05,546042.3406,1473695.708,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015915,363914.7518,535506.1736,487676.7318,349342.7512,529122.3299,2127092.038,688173.3206,1723068.129,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015916,505585.3686,572051.4028,530352.7241,479123.8475,571766.0884,1684943.791,798884.1562,1423711.049,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015917,1249237.609,1297497.954,1248651.637,1185590.323,1220427.945,2542352.193,1500248.702,1977599.996,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015918,1188376.989,1192772.824,1154166.354,1085346.636,1151482.862,2215529.68,1228368.502,1778244.072,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015919,132726.9819,353901.5033,318779.0713,140213.2991,329823.542,2051142.889,453642.26,1517616.958,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015920,236859.7894,493400.864,447888.6198,253138.5004,479127.3369,2450263.74,691392.8239,1916950.426,Southend-on-Sea,Southend-on-Sea,South East,EPN
,E01015921,2249225.131,1802078.238,1755207.688,1835733.187,1803621.556,2104404.004,1292336.09,1902693.489,Thurrock,Thurrock,South East,EPN
,E01015922,852280.7712,900866.1331,857382.8881,782549.6442,888160.4518,2237908.465,1058451.494,1856704.75,Thurrock,Thurrock,South East,EPN
,E01015923,1326708.4,1322481.145,1260985.764,1192580.71,1321943.785,3066371.507,1452273.77,2613703.162,Thurrock,Thurrock,South East,EPN
,E01015924,462777.2091,634778.8291,586122.0061,477751.4197,624384.4475,2107198.32,958409.3185,1765403.912,Thurrock,Thurrock,South East,EPN
,E01015925,1521236.816,1607653.116,1562110.828,1481541.1,1578245.59,3374243.253,1913987.647,2785207.263,Thurrock,Thurrock,South East,EPN
,E01015926,1170803.985,1218521.533,1152854.006,1061818.632,1193767.019,2802967.774,1250263.951,2347267.327,Thurrock,Thurrock,South East,EPN
,E01015927,474784.3167,750673.8163,699243.8908,514853.3508,840818.5059,3595942.167,1100357.295,3222843.214,Thurrock,Thurrock,South East,EPN
